game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G207,2,P5,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Strategic omission"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With two fails now and early suspicion from Quest 1, P1 should pivot from empty defensiveness into Deflection to redirect heat toward the P2/P4/P5 team failure. P2: After being on the unanimously approved failing Quest 2, P2 (low Mach) should lean on Strategic omission to minimize exploitable specifics while subtly steering blame onto P4’s leadership/selection. P3: High-GRS good now has strong public evidence (P1-P3 fail, then P2-P4-P5 fail) and should use Evidence sharing to articulate the intersecting-suspect logic that points to P1+P2 as the most consistent evil pair. P4: As the Round 2 leader on a failed 3-person quest, P4 needs Bayesian hedging to stay flexible and honest—acknowledging the probability that P2 is bad while keeping open that the other fail could implicate different alignments depending on earlier assumptions."
G208,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""}
}","P1: After leading a team that failed, shift from pragmatic silence to rational justification to coherently explain the selection and narrow suspects without sounding evasive. P2: With two consecutive fails and P3 on the second failed team, use misframing to steer the narrative onto vote patterns/leader choices and away from the simple team-based inference that implicates evil. P3: Being on the Round 2 failed quest puts heat on them, so keep the defensive self-justification anchor and argue plausibly about why their vote/behavior is consistent with Good. P4: Low-GRS Good is likely to process two fails by talking more, so over-explaining helps surface intuitive reads (e.g., P2 vs P5 from R1 and P3 from R2) even if the logic is messy."
G209,2,P5,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With two straight fails and P5 repeatedly rejecting, P1 should redirect heat onto the P2-led team composition and P5’s no-vote pattern rather than re-litigating Quest 1.
P2: As the Round 2 leader on a failed 3-person quest, P2 must lay out concrete inference (exactly one of {P2,P3,P4} is evil given roles) to anchor the table against spin.
P3: Low-GRS P3 should keep it simple and logically explain their vote/team-read progression to avoid looking evasive while still engaging the new evidence.
P4: After being on the failing Quest 2, P4 should stay fact-anchored but over-focus on true side-details (e.g., P5 voting N twice, ""leaders get blamed too easily"") to dilute the direct implication on P4."
G210,2,P5,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After leading a second failed quest that included them, they need to redirect blame onto the new teammates (P2/P3) and the voting dynamics rather than the obvious P1-linked fail pattern. P2: With low GRS and now being on a failed quest, they will tend to talk a lot to justify their vote/participation and narrate their thought process to look genuinely confused rather than accusatory. P3: High GRS plus two fails provides enough public structure to lay out hard constraints (P1/P5 in R1, then P1/P2/P3 in R2) and push actionable suspect sets without overhedging. P4: As an Evil off-team on R2, they can reframe the two fails to keep heat on P1’s teammates (P2/P3) while subtly distancing from P1 without directly bussing, preserving flexibility for future teams."
G211,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With two straight PASS results including a team they were on twice, shifting from defensive half-truth framing to simple rational justification helps P1 look steady and non-reactive while setting up a coherent Round 3 stance.
P2: After getting a clean PASS on a team containing both evils, high-Mach P2 should leverage it to manufacture momentum by claiming broad agreement on who is ""safe"" and what the next team ""should"" be.
P3: The unexpected all-approve into a 3-person PASS expands possibilities, so moderate-GRS P3 should move from confident-but-wrong certainty to Bayesian hedging to test reactions without overcommitting.
P4: As leader of the passed team, low-Mach P4 benefits from blunt, selective honesty (""we learned X, so we do Y"") to convert the unanimous vote + PASS into social authority and suppress renewed scrutiny."
G212,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Strategic uncertainty"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After a Round 2 PASS on a team he led, he should shift from empathic framing to crisp logic about why the composition was information-positive without over-clearing. P2: With little personal initiative shown and no new pressure on him, he should stay cautious and non-committal, proposing next-step tests without making strong reads. P3: Having been on a PASS team as Evil, he should exploit the goodwill by asserting group agreement on ‘safe’ directions to steer teams away from isolating him later. P4: With universal approval and two PASSES, he should continue blunt, credible-sounding ‘truth talk’ to shape suspicion boundaries (e.g., don’t hard-clear P3) while looking independently principled."
G213,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: After leading a 3-person team that passed, shift from protecting image to calmly explaining the team logic and using the PASS to consolidate trust. P2: With two consecutive PASSES but low structure, convert prior uncertainty into light probabilistic reads while staying flexible about who to test next. P3: Since they were on a PASSing team, use accurate statements about limited info and future needs to steer attention away from themselves without overt lying. P4: Two PASSES create a narrative vacuum, so apply social pressure by overstating emerging agreement about ‘trusted cores’ to guide future team selection away from risk to Evil."
G214,2,P5,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""}
}","P1: After two unanimous PASS results including them, lean into social proof by overstating agreement and normalizing repeat-inclusions to bank trust.
P2: With two PASS missions but mixed-team composition, stay flexible and structured by updating probabilities without hard-clearing anyone yet.
P3: As the R2 leader on a triple team that passed, reframe the narrative so the pass is treated as broad validation (not individual clearing) while steering future teams away from isolating evil.
P4: Stick to simple, transparent logic—two PASSes reduce urgency, so calmly argue for a next team that increases information by changing composition rather than relying on “tested” repeats."
G215,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Overstated contribution"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: With two straight PASS results and universal yes-votes, a high-GRS Good should consolidate by enumerating concrete constraints and proposing an info-maximizing next team. P2: As the R2 leader on a passing team, shifting from self-justification to rational justification lets them explain the P3 inclusion as principled sampling rather than defensiveness. P3: Having been on a PASS quest, a low-Mach Evil can safely exaggerate their helpfulness/‘proof’ angle to bank trust without needing complex framing. P4: After two clean passes, a high-Mach Evil should pivot from jargon to subtle narrative-shaping by reframing what the passes ‘mean’ to steer suspicion away from P3/P4 and onto team-construction theory."
G216,2,P5,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With two clean PASS results involving P1/P2, P1 should pressure the table into treating the pair as broadly acceptable by overstating agreement and nudging fast approvals. P2: After being on both passing teams, P2 should keep calm, minimal, and logically defend repeat inclusion to pre-empt suspicion without over-talking. P3: As the Round 2 leader on a team that passed, P3 should consolidate the narrative with clear logic about what PASS does/doesn’t imply and set criteria for the next proposal. P4: With limited direct involvement so far, P4 should stay flexible and probabilistic, acknowledging the possibility of early double-evil passes while advocating rotation for information."
G217,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With two straight PASSes and no direct heat on them, shift from empathy to simple logic about what the clean missions imply and what team compositions to test next.
P2: Two unanimous approvals and two PASSes let Evil safely press a 'we all agree this core is fine' narrative to keep themselves normalized and steer away from deeper scrutiny.
P3: The game state is still information-poor because PASSes are non-clearing, so maintain probabilistic reads and propose next tests without hard-accusing.
P4: As Round 1 leader on a PASS and not yet accused, keep defending earlier choices in a straightforward way while avoiding risky proactive pushes that could look agenda-driven."
G218,2,P5,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""}
}","P1: With two straight PASSES including a team containing P1, a high-Mach evil can press a ‘we all agree these slots are safe’ narrative to lock in future teams via False consensus.
P2: As a moderate-GRS good with no direct heat and another PASS, sticking to Over-explaining fits their established style while they try to parse whether the double-pass is cover or confirmation.
P3: After leading a P1+P3 team that passed and seeing P4’s team also pass, low-Mach evil benefits from continuing Misframing to recontextualize the passes as proof of a “core” without making precise commitments.
P4: As the Round 2 leader whose proposed team passed, a high-GRS good should consolidate with Rational justification—clearly explaining why the selection was reasonable while still cautioning that passes don’t hard-clear everyone."
G219,2,P5,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With two early PASS results but both evil leaders involved, shift from vague caution to calibrated probabilities to stay flexible without clearing anyone. P2: A second PASS is strong cover for low-Mach evil, so keep pressuring the table into treating the core (P1/P2/P3) as broadly acceptable via manufactured agreement. P3: As the Round 2 leader on a PASS, use accurate observations (e.g., ""two passes means we’re doing something right"") to steer attention away from leader-scrutiny and onto safe process talk. P4: After two unanimous approvals and PASS outcomes, move from empathy to structured logic about what is and isn’t implied by the results to prevent premature clears."
G220,2,P5,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: After two unanimous PASSes with P1 included both times, they should leverage the clean results to manufacture momentum and pressure agreement via False consensus without over-arguing details. P2: With accumulating public data (two PASS teams, overlap patterns), High GRS should move from general logic to Evidence sharing—explicitly mapping who has been tested with whom and what team splits create new info. P3: Coming off Round 1 Over-explaining, and now with another PASS, P3 should tighten into Rational justification to propose a structured next-team rationale without sounding rambling. P4: As the Round 2 leader on a PASS that included both evils, P4 should Misframe the meaning of the PASS (e.g., ‘this trio looks solid’) to steer future teams toward safe cover while deflecting calls for broader rotation."
G221,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After leading a PASS with a team including P4, shift from probabilistic framing into a coherent, logical case about what the two outcomes imply and what teams should be run next.
P2: With Q1 FAIL still pointing at them and Q2 PASS giving cover, selectively highlight the PASS team/votes to argue the table should move on from P2 without directly disproving the Q1 inference.
P3: As a low-GRS good who was on the PASS team, contribute concrete observations (vote patterns, who was on each quest, what can/can’t be concluded) to help lock in clears without sounding defensive.
P4: Use true facts (e.g., P5 voted N on a PASS team, P1 included P4 on a PASS) but over-weight them to steer suspicion onto good players and away from the P2/P4 evil pair."
G222,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: After leading a failed Quest 2 with two evils on it (including himself), he is now a focal suspect and should pivot from Round 1’s framing into plausible, logic-sounding defense of why that team/vote was reasonable.
P2: With mounting heat because Quest 2 contained both P1 and P2 and failed, low-Mach survival is best served by pushing blame outward (e.g., onto P3 as the third member) rather than complex WIFOM.
P3: Two consecutive fails provide enough public evidence to commit—use structured, concrete deductions (team compositions, vote patterns) to argue that the evil pair is most likely within {P1,P2}.
P4: Having advocated avoiding P1/P5 then seeing P1 include himself+P2 and still fail, P4 should lay out a clear, step-by-step case for future team constraints while staying broadly collaborative."
G223,2,P5,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""}
}","P1: With Q2 failing on a team containing both evils, the low-Mach survival move is to redirect blame away from himself by pushing attention onto a plausible Good target or procedural explanation. P2: As high-Mach and directly implicated by being on the failed quest, he should lean into openly acknowledging the failure and its implications while steering the group toward alternative suspects and vote-pattern narratives. P3: The fail provides enough structure to move from exploring viewpoints to laying out a logical inference chain (at least one of P1/P2 is evil, likely both) without overcommitting to a single certainty yet. P4: Having led a clean-looking Q1 with P1, he should ground the table in concrete public facts (teams, votes, outcomes) and highlight the strongest inference: the Q2 fail centers suspicion on P1/P2 rather than reopening the earlier P5 no-vote."
G224,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Adversarial"",""tactic"":""Withholding info (WIFOM)"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After leading a PASS team that excluded P3, High-GRS P1 should consolidate by laying out clean vote/team-outcome evidence to narrow suspects to P3/P4. P2: With a PASS on a team including themselves, Moderate-GRS P2 can shift from defensive framing into calm logic about why the team made sense and what it implies without overcommitting. P3: Coming off a FAIL on the only quest they were on, Low Mach-IV P3 should manufacture ambiguity by selectively raising WIFOM alternatives (e.g., leader-choice or ""evil wouldn’t fail early"") while avoiding concrete claims. P4: As an evil who was on the PASS quest, High Mach-IV P4 should leverage that credibility to claim group alignment around a next-step plan (e.g., “we all agree P1/P2 are fine”) to steer scrutiny away from themselves and P3."
G225,2,P5,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P2"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P1: With two consecutive FAILs and P1 implicated by Quest 1, a moderate-GRS good player should shift from pragmatic silence to Bayesian hedging to propose testable probabilities without overcommitting under heat.
P2: After captaining the first failed quest and now facing rising suspicion, a low Mach-IV evil should use Deflection to redirect scrutiny onto the overlapping players between the two failed teams rather than over-explain.
P3: As the Round 2 leader whose approved team failed, a high-GRS good should move from strategic uncertainty to Evidence sharing to lay out the concrete overlap logic (P4/P5) and voting record implications clearly.
P4: Since P4 is now directly tied to Quest 2’s FAIL while needing to keep P2 viable, a moderate Mach-IV evil should use Misframing to steer interpretation toward “leaders/approvals are the problem” and away from the simplest on-team culprit read."
G226,2,P5,"{
  ""P1"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: With Quest 2 failing on a team containing P1, low-Mach P1 should pivot from aggressive gaslighting into simple deflection to redirect blame toward P2 as the only other non-silent participant besides the widely-trusted leader P5. P2: As a high-GRS Good on the failed team, P2 should move from perspective-taking to rational justification to clearly explain their vote/team-read process and narrow suspects without sounding emotional. P3: Off-team and moderate-GRS, P3 now has enough public data (PASS with P1+P4, FAIL with P1+P2+P5) to shift from hedging to evidence sharing that centers P1 as the overlap and pressures explicit stances. P4: As Evil who gained early trust from a PASS, low-Mach P4 should opportunistically misframe the failure as implicating P2 (the new variable) rather than P1 (the overlap), steering discussion away from the evil pair."
G227,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P1: After two clean passes and being trusted as leader, shift from pragmatic silence to structured rational justification to set a stable narrative without over-accusing. P2: With a PASS including themselves, leverage that cover to manufacture momentum and agreement around continued team choices via false consensus rather than risky hard lies. P3: The second PASS reduces pressure but doesn’t give them clarity, so noisy sincerity fits a low-GRS good player trying to sound helpful while processing uncertainty. P4: With no failures to exploit, pivot from reverse-accusation posture into subtle steering by emphasizing true-but-minor points to keep suspicion diffuse and away from the evil pair."
G228,2,P5,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P2"": {""row"":""Transparent"",""col"":""Opportunistic"",""tactic"":""Weaponized candor"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Moderate""}
}","P1: With Q1 failing on (P1,P4) but Q2 passing without P1, P1 should pivot from fabrication into subtle narrative-shaping that reframes the fail as a P4-leader/teambuild issue while leveraging the pass to argue for reinclusion. P2: After being on the passing team, P2 can safely use blunt, confidence-building statements to lock in the 'Q2 core is good' story and keep attention on the unresolved P1 vs P4 conflict without over-explaining. P3: High-GRS good should keep grounding the table in the two hard data points (fail on P1/P4, pass on P2/P3/P5) and push clean deductions about which pairings are now safest to run. P4: As the other person on the failed quest and likely still scrutinized, P4 should reveal only necessary reasoning about Q1 leadership choice and then align with the new pass info to advocate for teams that exclude the strongest remaining suspect."
G229,2,P5,"{
  ""P1"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Low""},
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Careless-to-truth"",""col"":""Defensive"",""tactic"":""Face-saving blather"",""scale"":""Mach-IV"",""level"":""Low""}
}","P1: As a low-GRS Good now on both teams, they should pivot from guarded half-truths to concrete process-of-elimination details to reduce suspicion after the Round 2 fail.
P2: High-GRS Good should turn the fail into a clear logical narrative (the fail must be P4 or one of P1/P2) while staying cooperative and structured.
P3: With prior pass-credit but new uncertainty from a fail on a team they weren’t on, a moderate Mach player should deflect attention onto the three-person failed team without overcommitting to a specific partner being evil.
P4: As the evil leader on the failed team with low Mach-IV, they should rely on rambling face-saving language to avoid giving crisp contradictions while the table scrutinizes them."
G230,2,P5,"{
  ""P1"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""}
}","P1: With two clean quests involving P1/P2, P1 should subtly reframe the double-pass as a reason to keep pairing continuity and delay diversification without making hard claims. P2: After a pass that builds trust, P2 should press a 'we all agree' narrative to normalize keeping at least one of (P1,P2) on future teams and socially punish dissent. P3: As the Round 2 leader who put P1/P2/P3 and got a pass, P3 will likely justify the choice with verbose, sincere logic that accidentally overcommits to the idea that early passes clear people. P4: P4 should ground the table in the concrete record (both quests passed with P1 and P2 repeatedly included) and advocate for diversification with structured, checkable points."
